target,text
ham,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read..."
ham,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!"
ham,yes baby! I need to stretch open your pussy!
ham,Ok k..sry i knw 2 siva..tats y i askd..
ham,K.k..how is your sister kids?
ham,I liked the new mobile
ham,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X."
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P"
ham,Ok I'm gonna head up to usf in like fifteen minutes
ham,645
ham,It certainly puts things into perspective when something like this happens
spam,tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
spam,"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week"
ham,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|
ham,I place all ur points on e cultures module already.
spam,Reply to win £100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service
ham,"Call me. I m unable to cal. Lets meet bhaskar, and deep"
ham,Or remind me in a few hrs.
ham,May i call You later Pls
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
ham,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?
ham,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
ham,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?
ham,Its a site to simulate the test. It just gives you very tough questions to test your readiness.
ham,Hmmm.still we dont have opener?
ham,I'm on the bus. Love you
ham,U wan 2 haf lunch i'm in da canteen now.
ham,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho"
ham,JADE ITS PAUL. Y DIDNT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME
ham,Wewa is 130. Iriver 255. All 128 mb.
ham,I'll let you know when it kicks in
ham,I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?
ham,R u here yet? I'm wearing blue shirt n black pants.
ham,Yup i thk cine is better cos no need 2 go down 2 plaza mah.
ham,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?
ham,U coming 2 pick me?
ham,I re-met alex nichols from middle school and it turns out he's dealing!
ham,Ok ill send you with in  &lt;DECIMAL&gt;  ok.
ham,"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run."
ham,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged
ham,Don no da:)whats you plan?
ham,"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat..."
ham,We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.
ham,Thnx dude. u guys out 2nite?
spam,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?
ham,Captain vijaykanth is doing comedy in captain tv..he is drunken :)
ham,Should I tell my friend not to come round til like  &lt;#&gt; ish?
ham,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You?
spam,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
ham,"Since when, which side, any fever, any vomitin."
ham,And of course you should make a stink!
spam,You have an important customer service announcement from PREMIER.
ham,You are right. Meanwhile how's project twins comin up
spam,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468"
ham,At WHAT TIME should i come tomorrow
spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088"
ham,I'm ok. Will do my part tomorrow
spam,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
ham,Huh means computational science... Y they like dat one push here n there...
ham,So when you gonna get rimac access
ham,U know we watchin at lido?
ham,Are you free now?can i call now?
ham,Actually getting ready to leave the house.
ham,Now get step 2 outta the way. Congrats again.
ham,U call me alter at 11 ok.
ham,You intrepid duo you! Have a great time and see you both soon.
ham,U wake up already? Thanx 4 e tau sar piah it's quite nice.
ham,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.
spam,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04
ham,How much r ü willing to pay?
ham,Sorry. || mail? ||
spam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE"
ham,Ok ok take care. I can understand.
ham,Come to my home for one last time i wont do anything. Trust me.
ham,Dear :-/ why you mood off. I cant drive so i brother to drive
ham,Hey check it da. I have listed da.
ham,Horrible bf... I now v hungry...
ham,I'm working technical support :)voice process.networking field.
ham,Our Prashanthettan's mother passed away last night. pray for her and family.
ham,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ..."
ham,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?"
ham,All sounds good. Fingers . Makes it difficult to type
ham,"What's up bruv, hope you had a great break. Do have a rewarding semester."
ham,Every monday..nxt week vl be completing..
ham,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke
ham,You still around? I could use a half-8th
ham,Cause I'm not freaky lol
ham,No..he joined today itself.
ham,Sorry sent blank msg again. Yup but trying 2 do some serious studying now.
ham,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ..."
ham,Ü v ma fan...
ham,Oh dang! I didn't mean o send that to you! Lol!
ham,Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today
ham,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
ham,What happened in interview?
spam,Todays Voda numbers ending 1225 are selected to receive a £50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app
ham,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother
ham,Ok lor... Or u wan me go look 4 u?
ham,"Awesome, I'll see you in a bit"
ham,Ay wana meet on sat?ü wkg on sat?
ham,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.
ham,Thanks for understanding. I've been trying to tell sura that.
ham,Wat time ü wan today?
ham,Does she usually take fifteen fucking minutes to respond to a yes or no question
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
ham,Yes da. Any plm at ur office
ham,"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day."
ham,Hey i will be late... i'm at amk. Need to drink tea or coffee
ham,Up to ü... Ü wan come then come lor... But i din c any stripes skirt...
ham,"Goodmorning, Today i am late for  &lt;#&gt; min."
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon
ham,You should get more chicken broth if you want ramen unless there's some I don't know about
ham,Lol enjoy role playing much?
ham,Also remember the beads don't come off. Ever.
ham,"I don't think I can get away for a trek that long with family in town, sorry"
ham,"Cool, I'll text you in a few"
spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
ham,"SYMPTOMS when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your"
ham,Yar else i'll thk of all sorts of funny things.
ham,"Yeah we wouldn't leave for an hour at least, how's 4 sound?"
ham,You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.
ham,Oh god..taken the teeth?is it paining
ham,ALSO TELL HIM I SAID HAPPY BIRTHDAY
ham,What is the plural of the noun research?
ham,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil
ham,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy"
spam,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE
ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.
ham,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...
ham,How many licks does it take to get to the center of a tootsie pop?
ham,Not from this campus. Are you in the library?
ham,Then what about further plan?
ham,You will be in the place of that man
ham,No that just means you have a fat head
ham,Gud mrng dear hav a nice day
ham,i dnt wnt to tlk wid u
ham,Where did u go? My phone is gonna die you have to stay in here
ham,Then anything special?
ham,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck"
ham,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.
ham,R u in this continent?
ham,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG
ham,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt?
ham,I will lick up every drop :) are you ready to use your mouth as well?
ham,Jesus christ bitch I'm trying to give you drugs answer your fucking phone
ham,Dear how is chechi. Did you talk to her
ham,How r ü going to send it to me?
ham,"Ya ok, then had dinner?"
ham,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x"
ham,Be sure to check your yahoo email. We sent photos yesterday
ham,Did you get any gift? This year i didnt get anything. So bad
ham,Huh y lei...
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm"
